index,full_name,short_name,description,output_type,parameters
475,ee.Geometry.LineString.area,area,"Returns the area of the geometry. Area of points and line strings is 0, and the area of multi geometries is the sum of the areas of their components (intersecting areas are counted multiple times).",Float,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'The geometry input.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in square meters.'}]"
476,ee.Geometry.LineString.aside,aside,"Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:",ComputedObject,"[{'name': 'computedobject', 'type': 'ComputedObject', 'details': 'The ComputedObject instance.'}, {'name': 'func', 'type': 'Function', 'details': 'The function to call.'}, {'name': 'var_args', 'type': 'VarArgs', 'details': 'Any extra arguments to pass to the function.'}]"
477,ee.Geometry.LineString.bounds,bounds,Returns the bounding rectangle of the geometry.,Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'Return the bounding box of this geometry.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the result will be in this projection. Otherwise it will be in WGS84.'}]"
478,ee.Geometry.LineString.buffer,buffer,"Returns the input buffered by a given distance. If the distance is positive, the geometry is expanded, and if the distance is negative, the geometry is contracted.",Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'The geometry being buffered.'}, {'name': 'distance', 'type': 'Float', 'details': 'The distance of the buffering, which may be negative. If no projection is specified, the unit is meters. Otherwise the unit is in the coordinate system of the projection.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when approximating the buffering circle and performing any necessary reprojection. If unspecified, defaults to 1% of the distance.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the buffering will be performed in this projection and the distance will be interpreted as units of the coordinate system of this projection. Otherwise the distance is interpereted as meters and the buffering is performed in a spherical coordinate system.'}]"
479,ee.Geometry.LineString.centroid,centroid,"Returns a point at the center of the highest-dimension components of the geometry. Lower-dimensional components are ignored, so the centroid of a geometry containing two polygons, three lines and a point is equivalent to the centroid of a geometry containing just the two polygons.",Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'Calculates the centroid of this geometry.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the result will be in this projection. Otherwise it will be in WGS84.'}]"
480,ee.Geometry.LineString.containedIn,containedIn,Returns true iff one geometry is contained in the other.,Boolean,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
481,ee.Geometry.LineString.contains,contains,Returns true iff one geometry contains the other.,Boolean,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
482,ee.Geometry.LineString.convexHull,convexHull,"Returns the convex hull of the given geometry. The convex hull of a single point is the point itself, the convex hull of collinear points is a line, and the convex hull of  everything else is a polygon. Note that a degenerate polygon with all vertices on the same line will result in a line segment.",Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'Calculates the convex hull of this geometry.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
483,ee.Geometry.LineString.coordinates,coordinates,Returns a GeoJSON-style list of the geometry's coordinates.,List,"[{'name': 'geometry', 'type': 'Geometry', 'details': ''}]"
484,ee.Geometry.LineString.coveringGrid,coveringGrid,"Returns a collection of features that cover this geometry, where each feature is a rectangle in the grid defined by the given projection.",FeatureCollection,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'The result is the grid cells that intersect with this region.'}, {'name': 'proj', 'type': 'Projection', 'details': ""The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.""}, {'name': 'scale', 'type': 'Float, default: null', 'details': ""Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.""}]"
485,ee.Geometry.LineString.cutLines,cutLines,"Converts LineString, MultiLineString, and LinearRing geometries into a MultiLineString by cutting them into parts no longer than the given distance along their length. All other geometry types will be converted to an empty MultiLineString.",Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'Cuts the lines of this geometry.'}, {'name': 'distances', 'type': 'List', 'details': 'Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'Projection of the result and distance measurements, or WGS84 if unspecified.'}]"
486,ee.Geometry.LineString.difference,difference,Returns the result of subtracting the 'right' geometry from the 'left' geometry.,Geometry,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
487,ee.Geometry.LineString.disjoint,disjoint,Returns true iff the geometries are disjoint.,Boolean,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
